Title,Rating,Price,Stock,Category
Do Androids Dream of Electric Sheep? (Blade Runner #1),1,61.2,3,Science Fiction
Disrupted: My Misadventure in the Start-Up Bubble,5,18.2,3,Nonfiction
Dead Wake: The Last Crossing of the Lusitania,5,46.6,3,Default
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1,21.2,3,Default
Darkfever (Fever #1),1,66.6,3,Fantasy
Dark Places,5,28.4,3,Default
Crazy Rich Asians (Crazy Rich Asians #1),5,58.4,3,Fiction
Counting Thyme,1,12.6,3,Childrens
Cosmos,2,43.0,3,Add a comment
Civilization and Its Discontents,2,71.2,3,Psychology
Cinder (The Lunar Chronicles #1),1,31.0,3,Young Adult
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,2,44.4,3,Parenting
Career of Evil (Cormoran Strike #3),2,29.4,3,Mystery
Breaking Dawn (Twilight #4),5,41.9,3,Default
Brave Enough,5,61.0,3,Nonfiction
Boy Meets Boy,3,25.1,3,Young Adult
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2,32.5,3,Nonfiction
Blink: The Power of Thinking Without Thinking,5,25.8,3,Nonfiction
Black Flags: The Rise of ISIS,1,48.6,3,Nonfiction
"Black Butler, Vol. 1 (Black Butler #1)",1,58.6,3,Sequential Art
Big Little Lies,1,26.3,3,Fiction
Between Shades of Gray,5,24.7,3,Historical Fiction
Best of My Love (Fool's Gold #20),2,32.6,3,Romance
Beowulf,2,45.6,3,Classics
Beautiful Creatures (Caster Chronicles #1),5,25.6,3,Default
Awkward,2,45.2,3,Sequential Art
Ash,4,26.2,3,Fantasy
Are We There Yet?,3,12.7,3,Childrens
Are We Smart Enough to Know How Smart Animals Are?,1,67.2,3,Nonfiction
Annie on My Mind,5,43.8,3,Young Adult
And Then There Were None,2,41.6,3,Classics
A Walk in the Woods: Rediscovering America on the Appalachian Trail,4,36.2,3,Nonfiction
A Visit from the Goon Squad,5,16.7,3,Default
A Storm of Swords (A Song of Ice and Fire #3),2,37.1,3,Fantasy
A Heartbreaking Work of Staggering Genius,5,64.5,3,Autobiography
8 Keys to Mental Health Through Exercise,1,36.9,3,Psychology
#GIRLBOSS,1,60.5,3,Add a comment
"The Suffragettes (Little Black Classics, #96)",2,14.1,2,Nonfiction
The Sense of an Ending,3,37.3,2,Add a comment
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",1,65.1,2,Sequential Art
The Course of Love,3,19.9,2,Fiction
Sugar Rush (Offensive Line #2),1,29.0,2,Sports and Games
"Saga, Volume 2 (Saga (Collected Editions) #2)",3,14.0,2,Sequential Art
"Run, Spot, Run: The Ethics of Keeping Pets",1,23.8,2,Philosophy
New Moon (Twilight #2),4,15.3,2,Young Adult
Life,5,37.5,2,Music
Kindle Paperwhite User's Guide,3,40.4,2,Nonfiction
H is for Hawk,5,68.2,2,Nonfiction
Girl Online On Tour (Girl Online #2),1,63.5,2,Young Adult
"Fruits Basket, Vol. 2 (Fruits Basket #2)",5,13.8,2,Sequential Art
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),4,62.8,2,Childrens
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",4,22.0,1,Sequential Art
While You Were Mine,5,49.1,1,Historical Fiction
Where Lightning Strikes (Bleeding Stars #3),3,47.3,1,Romance
When I'm Gone,3,61.7,1,Fiction
Ways of Seeing,5,46.9,1,Art
"Vampire Knight, Vol. 1 (Vampire Knight #1)",1,18.3,1,Paranormal
Vampire Girl (Vampire Girl #1),2,63.9,1,Fantasy
Twenty Love Poems and a Song of Despair,4,36.8,1,Poetry
Travels with Charley: In Search of America,5,68.7,1,Nonfiction
Three Wishes (River of Time: California #1),2,52.5,1,Science Fiction
This One Moment (Pushing Limits #1),1,57.9,1,Romance
The Zombie Room,5,23.4,1,Default
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,43.4,1,Sequential Art
The Tumor,5,49.4,1,Nonfiction
The Story of Hong Gildong,4,51.3,1,Classics
The Silent Wife,5,14.7,1,Fiction
The Silent Twin (Detective Jennifer Knight #3),3,43.1,1,Fantasy
The Selfish Gene,1,35.0,1,Science
The Secret Healer,3,41.1,1,Historical Fiction
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",3,64.3,1,Sequential Art
The Republic,3,40.1,1,Add a comment
The Odyssey,3,35.2,1,Add a comment
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4,68.6,1,Mystery
The Nicomachean Ethics,1,43.2,1,Philosophy
The Name of the Wind (The Kingkiller Chronicle #1),3,60.1,1,Default
The Mirror & the Maze (The Wrath and the Dawn #1.5),1,34.9,1,Fantasy
The Little Prince,2,54.0,1,Classics
The Light of the Fireflies,1,64.7,1,Add a comment
The Last Girl (The Dominion Trilogy #1),2,43.1,1,Science Fiction
The Iliad,1,19.2,1,Add a comment
The Hook Up (Game On #1),5,43.1,1,New Adult
The Haters,5,33.1,1,Young Adult
The Girl You Lost,5,14.6,1,Mystery
The Girl In The Ice (DCI Erika Foster #1),3,18.8,1,Mystery
The End of the Jesus Era (An Investigation #1),1,17.1,1,Nonfiction
The Edge of Reason (Bridget Jones #2),4,22.8,1,Womens Fiction
The Complete Maus (Maus #1-2),3,12.6,1,Sequential Art
The Communist Manifesto,3,17.5,1,Add a comment
The Bhagavad Gita,3,68.3,1,Religion
The Bette Davis Club,3,36.4,1,Fiction
The Art of Not Breathing,4,48.5,1,Young Adult
Taking Shots (Assassins #1),2,22.4,1,Default
Starlark,3,30.7,1,Historical Fiction
"Skip Beat!, Vol. 01 (Skip Beat! #1)",3,50.0,1,Sequential Art
Sister Sable (The Mad Queen #1),3,15.8,1,Fantasy
Shatter Me (Shatter Me #1),1,50.4,1,Default
Shameless,3,69.3,1,New Adult
Shadow Rites (Jane Yellowrock #10),4,25.8,1,Fantasy
Settling the Score (The Summer Games #1),2,53.4,1,Sports and Games
Sense and Sensibility,1,44.5,1,Classics
"Saga, Volume 1 (Saga (Collected Editions) #1)",1,33.8,1,Sequential Art
"Rhythm, Chord & Malykhin",2,33.7,1,Romance
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,55.8,1,Sequential Art
Paradise Lost (Paradise #1),1,29.7,1,Default
"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,25.8,1,Sequential Art
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,35.5,1,Sequential Art
Origins (Alphas 0.5),1,34.4,1,Fantasy
One Second (Seven #7),2,62.9,1,Fantasy
On the Road (Duluoz Legend),3,38.4,1,Default
Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,66.1,1,Music
Off Sides (Off #1),5,46.9,1,New Adult
Of Mice and Men,2,56.0,1,Classics
Myriad (Prentor #1),4,69.8,1,Fantasy
My Perfect Mistake (Over the Top #1),2,46.2,1,Romance
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,46.8,1,Sequential Art
Meditations,2,30.8,1,Philosophy
Matilda,1,33.7,1,Childrens
Lost Among the Living,4,32.9,1,Historical Fiction
Lord of the Flies,3,29.6,1,Add a comment
Listen to Me (Fusion #1),3,70.1,1,Romance
Kitchens of the Great Midwest,5,68.0,1,Fiction
Jane Eyre,5,45.7,1,Default
Imperfect Harmony,4,41.3,1,Romance
Icing (Aces Hockey #2),4,48.0,1,Sports and Games
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,53.8,1,Sequential Art
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,41.5,1,Science Fiction
"Giant Days, Vol. 1 (Giant Days #1-4)",4,67.4,1,Sequential Art
"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,47.9,1,Sequential Art
Frankenstein,2,45.2,1,Default
Forever Rockers (The Rocker #12),3,34.2,1,Music
Fighting Fate (Fighting #6),3,46.6,1,Romance
Emma,2,39.1,1,Classics
"Eat, Pray, Love",3,61.0,1,Nonfiction
Deep Under (Walker Security #1),5,56.0,1,Romance
Choosing Our Religion: The Spiritual Lives of America's Nones,4,33.8,1,Religion
Charlie and the Chocolate Factory (Charlie Bucket #1),3,27.1,1,Childrens
Charity's Cross (Charles Towne Belles #4),1,49.0,1,Romance
Bright Lines,5,46.4,1,Fiction
Bridget Jones's Diary (Bridget Jones #1),1,35.4,1,Womens Fiction
Bounty (Colorado Mountain #7),4,44.3,1,Romance
Blood Defense (Samantha Brinkman #1),3,24.1,1,Mystery
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",5,41.2,1,Sequential Art
Beyond Good and Evil,1,51.5,1,Philosophy
Alice in Wonderland (Alice's Adventures in Wonderland #1),1,66.0,1,Classics
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",4,67.8,1,Sequential Art
A Spy's Devotion (The Regency Spies of London #1),5,20.2,1,Historical Fiction
1st to Die (Women's Murder Club #1),1,64.1,1,Mystery
"1,000 Places to See Before You Die",5,31.0,1,Travel
